"","text"
"2119","mohon dibantu diinstal didevice dibuka"
"2120"," sampah daftar online pengguna "
"2121","kasihan orang awam kantor hasil ya nihil"
"2122","masukin password udah bener bilangnya password salah"
"2123"," berguna"
"2124"," daftar masuk menu setuju selanjut masak sih gangguan trus udh coba instal sampe tp bs"
"2125","udh kartu tp lupa nomor udh bpjs kesehatan udh gk buka lancar cek eh nomor pake nomor pgn info operator bpjs wa tp mlah gk bisanmr udh gk aktif pajang ajahmm"
"2126"," hrs byr ya"
"2127","susah masuk"
"2128","pelayanan sngat buruksusah msuk"
"2129","aneh sudh dftar dn no pelanggan jg tpi knpa sya bayar ko gk va jg gk muncul trus ap gunanya "
"2130"," perbaharui susah login ya admkata paswot masukan sesuaimohon petunjuk adm"
"2131"," kis orang tua nonaktifkan pemberitahuan ybs berobattolong bpjs penonaktifan dri merubah bpjs mandiri beritahukan urusini ads pemberitahuan berobat gunakanini nama orang tua lhoo"
"2132"," daftar login berkalikali salah masukan "
"2133"," app app login password sesuai giliran ubah password no hp terdaftar giliran daftar no hp terdaftar suruh login gmn muter"
"2134"," kemaren tdk buka diupdate uninstal instal tdk dbuka"
"2135"," daftar masuk susah banget"
"2136","gila aduhh kemenkom kerjanya opotohh bkin begni lemot bgtt buka muterrrrrrr doang ampun woi tp yaudah wajar nama wkwkwkkland"
"2137"," ngelag hp signal tp nyamohon perbaiki"
"2138","anjir log in"
"2139"," ganti nomor hp layanan pandawadan terganti login pake perangkat no hp melapor cs bpjssedangkan layanan pandawa layani chatbot layanan pandawa chatbot bpjs cabang bangka responjadi komunikasi bpjs menambah data peserta anak lahir"
"2140"," merubah password susahnya ampun tolong pengembang perbaiki bug lupa password pengisian nomor hp "
"2141","heran deh emang daftar disuruh daftar ehh keterangannya bilang terdaftar bpjs giliran log in bilang terdaftar kumaha sihhhh bad bangett sih aplikasinya bingung mempermudah"
"2142","gajelas login susah udh lupa password error no terdaftar nomor daftarkan ngurus bpjs dipersulit ğ"
"2143"," pengguna bpjs kecewakarena unsur paksaan penggunanya dibayar si pengguna bpjs terbebanikarena si pengguna masyarakat golongan menengah bawahtolong sanksi rumah sakit pengguna bpjs terlayani baikdan dilayanikemudian download login susah xpadahal versi terbaru tolong dibenahi sistem pelayanan nyaterimakasih"
"2144"," login masuk nomer hp tetep gk sekelas pemerintah gini"
"2145","maksudnya sih memudahkan kerja atw ngak kerja capek bolak kantor bpjs suruh donwlaod register ngak tangung "
"2146"," menyesatkan bbrapa kali log in nik password "
"2147","mohon menyediakan cabang seririt kec buleleng prov bali karna ujung bali barat kejauhan singaraja"
"2148"," akun bisaâ no hp terdaftar dibuhungi terkait responnya solusi mempersulit orang bpjs mendaftarkan anggota keluarga download akun aplikasinya"
"2149","berobat pakai bpjs dianjurkan tpi pendaftaran kendala mulu wkwkw coba daftar malam tetep gabisa boong apanya bpjs coba wkwk"
"2150","verifikasi no hp sdh kali gagal timeout dsb sdh pakai jaringan telkomsel indosat indihome coba anehnya no otp eh pulsa terpotong cari uang dg no otp terkirim pulsa potong coba bantuan utk ganti faskes system error dec bantu error minggu rekrut orang kompeten utk it "
"2151","susah banget masuk mobile jkn padah dlu dah login udah gk akses gimana "
"2152","susah login emg pemerintah kadang sulit"
"2153"," buruk login perbaiki "
"2154","bpjs kesehatan hilang udah dibenerin iya potocopynya bantu "
"2155","susah emang ngandalin pemerintah low maintenance low skill it programmer but get big budget for making the apps captcha loding melulu versi uninstall download susah"
"2156","semenjak update susah log in bagus versi "
"2157"," pemerintah bemodal gimana ya ganti sandi kirim kode otp pulsa kayak perusahaan star up kirim kode otp pake pulsa eh pake pulsa hadeh"
"2158","buruk"
"2159"," menu lupa pasword diaksessetiap diakses erorrgmn solusinya lupa password tolong admin perbaiki"
"2160","aneh pulsa kudu juta biar dpt otp pulsa dpt otp aplikasinya aneh"
"2161","alamat lengkap isiya otomatis daftarmohon perbaiki nyasya blm kasih bintang karna blm bs pakesaya pake androidmhon masukan "
"2162"," tanggal lahir pilihannya prov aceh orang riau gimana daftarnya biar lahirnya sesuai"
"2163","gaje login no bpjs pw dh bener masukin no captcha salah masukin no captcha udhny dianggap salah ganti salah nunggu gara gara captcha"
"2164","no tlp salah mulu no udh bener tlp putus mulu malesin"
"2165","hp rusak pakai hp dowload jkn udah sebulan login gampang bangettt skrg persulit ginibayar iurannya perna telat tolong solusinya"
"2166","daftar nimer tlp salah haduh membantu bnget nih bpjs"
"2167"," kemarin sempet langsung kantor bpjs sruh sekalinya mudah ribet ganti faskes gagal alasan penuh antrian udahmh minimal gnti faskesnya dlu rugikan udahmah biaya faskes ngurusin ribet susah masyarakat awam coba bntu kemajuan teknologi permudah"
"2168","haduhh pulsa isi ribu daftar pulsa jam jam daftar pulsa maunya sihh pusing"
"2169"," kuota masuk"
"2170"," log in blm terdaftar klik daftar konfirmasi nohp nohp sesuai dg data haloooooo min no hp sdh berumur th tdk ganti berfungsi utk keperluan mati berubah angkanya nohp tdk terdaftar terdaftar disitu nomor setan belibet banget sih"
"2171"," anggota muncul berulang isi data tp nggak muncul"
"2172"," login aza susah ampun data fix dech "
"2173","nda pakai"
"2174","ruwet cookkkk lak gk niat bantu gk usa gae mbokne ancookk raimu "
"2175"," sih buka loading selesaiâ penjelasan gini nih hasil pekerjaan percayakan pemerintah pegawai it kemana ya aneh"
"2176","ribet riset password multiple login anggota keluarga bpjs riset password pakai otp doang kasih alternative pengaduan dilempar pandawa dilempar gdrive form dilempar konfirmasi wa gdrive suruh konfirmasi wa pakai one solution telp ngapa males males "
"2177"," login no bpjs ktp mobile jkn sdh diupdate "
"2178","parah sayah kantor bpjs cetak kartu anak sayah lahir satpam suruh daftar pandawa satpamnya gk kesnih lagih terdaftar kartunya langsung kirim sayah daftar langsung pandawa bln kartu dikirim liat jkn anak sayah terdaftar keterngnnya non aktif pelayanan kacau pengaduam pakai pulsa parah banget kepesrtaan anak sayah aktif lagih"
"2179","ah ribet masukan nomor telepon susah banget udah wa wa suruh wa nomor wa wa suruh wa eh tau foto selfie beserta ktp kk nomor handphone pulakan sya risih takut salah nomor wa ceklis ijo atasnya resmihati sob"
"2180"," mempermudah masyarakat menyusah masyarakatpulsa habis sedot kode otp kunjung kirim"
"2181"," kali daftar masukan nomer kartu keluarga pencariannya gagal kartu keluarga terdaftar dikeluarkan dukcapil parah ya"
"2182","app sampah daftar error mulu pengembang sampah "
"2183","aplikasinya macet"
"2184","login salah pasword trs pdahal sdh dftar ulang pasword jg sdh benrr"
"2185","klo masuk jkn susah dibikin ribet ntr hubungi pandawa dibikin ribet lagiminta swafoto lagimaslahnya ngurus bpjs anak trs anak sy tinggal ama neneknya berjauhan ama sy trs urus bpjs anakjg blom ktpgiliran nunggak ğmaksudnya klo dikontrol pembayarannya tp masuk ribet lupa password ribetnya subhanallah ğğğ kirain udah ribetternyata ribetmending pake"
"2186","sya dftar pake no handpone syasya jg tdk gnti gnti no handponejd ngga slah noisi fromulir link jg ngga bsaaneh "
"2187"," daftar mengikuti dioerintahkan suruh masukin nomor kk giliran dimasukin nik isi data isi klik nik terdaftar disdukcapil ya terdaftar orang dimasukin nomor nik mintanya no kk koplak sistem pake otak masukin kk ya giliran dimasukin nik ya udah singkron "
"2188","tolong diperbaiki kemudahan layanan error mendaftar bpjs user interface bagus tinggal experiencenya terimakasih"
"2189","knph masuk padahl udh terdaftar"
"2190","otp lupa password butuh pulsa user ngerti swasta dibayari pemerintah cari cuan"
"2191","org bpjs ruwet warga disuruh wirawiri urus pbi apbn mbok yo langsung diterima dilayani kelurahan bergantung harapan bpjs instansi adil"
"2192"," login captcha munculpadahal jaringan stabilpake paket datadan pindah wifi ajaga munculgimana login"
"2193","asli kebangetan nih app koneksi lancar sinyal penuh tp dibilang suruh cek koneksi mulu login susah banget positive thinking tp emang seburuk app ğ"
"2194"," buka aplikasinya muncul pesan silahkan cek koneksi nelpon whatsapp aneh"
"2195","gembel"
"2196"," masyarakat mudah keperluan mengubah data rumah pandemi erorr capta muncul tolong diperbaiki denga lekas masyarakat membutuhkan mobile tolong masukan ditindak lanjuti ya terimakasih"
"2197","koneksi stabil aneh daftar sinyal jaringan lancar buka youtube online "
"2198"," dipakai cek koneksi pdhl dh diganti wifi data "
"2199","bug jaringan sembuh sembuh"
"2200","koneki internet bagusmasih muter notif cek koneksi buruk"
"2201","fungsinya pendaftaran berobat online dateng kliniknya daftar ulang manual jadwalnya nomornya kelewat nomor sy dapet daftar online dipanggil orang pegang gimana sih aneh bener"
"2202"," login alasan login nomor kartu berbeda login dgn nomor kartu berbeda"
"2203","mempersulit masuk login no kartu password "
"2204"," masuk sulitgimana daftar bpjs onlinedi buka aplikasinya susah gampang biar pusing masuk "
"2205","lelet dikit koneksi stabil pindah faskes kode otp masuk"
"2206"," sdh mengaktifkan mobile jkn sdh pindah faskes tp faskes aktif januari besok sdangkan faskes dah tutup trus gmn tetep berobat pakai bpjs sakit januari"
"2207"," lupa password timed out"
"2208"," time out kode otp terkirim masukin otp time out parah"
"2209","kesel gabisa login rumah sakit mengharuskan daftar online apkikasinya sempurna alias acakâan orang berobat terhalang allah swt bersabda barang menyusahkan orang kelak disusahkan hidupnya akhirat"
"2210","aduhhh gimana siii udh daftar ganti pasword tetep salah mulu maunya si ni woiiiii jgn emosi dehhhh"
"2211"," daftarin anggota keluarga keterangany login bla bla bla gw masuk menu pendaftaran gw login profil gw jg udah login kopet"
"2212"," desa kota bpjs kantor suruh onlindan terapkan onlin ribet sekalidan selesai selesai jugayang pikirkan nasib orang orang technology onlindan orang buta hurup auto selesai selesai bpjsnyasaya sarankan offin biar mudah kasian paham onlin"
"2213","yah allah susah banget ya udh miskin susah "
"2214"," komersil bangetkirim otp bayar pake pulsaparah luuuuuu"
"2215","gimana nih cs sombong banget chat dibalessssss"
"2216"," parah login susah captcha loading "
"2217"," mengganti password akun krn lupa tp knp no hp trdaftar berubah pdhl no hp tdk mengubah no tsb"
"2218"," daftar nmr hp salah chat cs jawabannya kaya robot pelayanan cs shopee cs jkn tingkat pelayanan masyarakat perbaiki systemnya emang serba online verifikasi opsi nmr hp email"
"2219"," komen mesin otomatis kenyataannya jaman purbağğââïğğââïğğââï"
"2220"," kecewa mempermudah pengguna mempersulit penggunaan semoga pembuat mendengar keluhan pengguna terimakasih semoga membantu"
"2221","susah banget emosi ğ"
"2222","mohon pengembang dicek proses pendaftarannya mendaftar peserta form ngisi no kk masukkan no kk muncul notifikasi disuruh log in gimana log terdaftar"
"2223","gk iso digae ruwet koyo seng gae "
"2224","aplikasinya digunaknğ"
"2225"," mendownload mobile jkn terdownload sinyal wifi stabil bermasalah"
"2226","masukin nomer tlpn lupa password sendirinyapadahal app udah instal ulang udah app gini perbaiki"
"2227"," bingung daftar wa tpi disuruh download jkn coba masuk pake nomer didaftarkan ngga trus solusinya gimana"
"2228"," jelek banget gk daftar kode otp kirim ngapai mempermudah rumit "
"2229"," pintar masak hp blm diroot dibilang device rooted ya login pakai hp cuman memori hp penuh uninstall jarang dipakai "
"2230","kaga becus mending jual masker pinggir dasar tolol ubah data sulit "
"2231"," buruk mempercepat memperlambat transaksi diproses daftar tolong diperbaiki nasional khalayak orang "
"2232"," sampah sekelas bpjs sengaja mempersulit rakyat daftar"
"2233","gimana sih giliran pake daftar susah udah kali coba gitu login mulu ğ"
"2234","otpnya ribet"
"2235","developernya audit sekelas program pemerintah otp beres experience developernya nunggu kode otp ampe kiamat gabakalan masuk sistemnya bapuk"
"2236","kirim kode otp ribet password salah disuruh ubah"
"2237"," daftain kelas rawat nggak klik"
"2238"," daftar susah "
"2239"," pake mending langsung kantornya "
"2240","alpikasi sampah"
"2241"," update update log in suruh ganti pasword tp ttep bner sajaa emosi "
"2242","kaga didownload wkwk"
"2243","masuk telpon cs cm ngabisin pulsa zdikasih review suruh perbaharuipdhl udah versi terbaru tetep bs masukg ngebantu sih"
"2244","kumohon bpjs mengorbankan nilai mahasiswa aplikasiğ"
"2245"," tolol login"
"2246","ribet mo login udh ganti password"
"2247","ribet ganti nomer telpon "
"2248"," masuk ya kode chapcanya load "
"2249","bosok"
"2250"," jelek "
"2251","lemotsudah akses datameskipun jaringan internet full"
"2252","udah download tp daftar susah bnget bilangnya tersedia mulu udah coba "
"2253"," oon errornya"
"2254"," update login proses login konfirmasi nomor telepon mohon diperbaiki"
"2255","aplikasinya bagus membantu tapin belom sempurna gk kya laennya mo kasi kritik knapa update teruuussss"
"2256"," daftar app mobile jkn no bpjsnya tp giliran log in gk bayar tagihan aplikasipun jawabannya terbayar gmna sih disarankan daftar online tp tolong bantuannyağ"
"2257"," jls"
"2258"," member bpjs daftar mobile bs error verifikasi nmr hp rubah data ig bpjs blsan ribet sih"
"2259"," lupa password verifikasi pake pulsa "
"2260","susah log in"
"2261","mohon maaf masuk susahisi no jkn suda tdk masuk"
"2262","app gagal"
"2263"," jelek"
"2264"," updatetapi dibuka kebanyakan time outhang"
"2265"," jelek banget kaya pelayanan "
"2266"," perbarui tingkatkan "
"2267","apanya penyempurnaan sampah banget dah susah bangetau login"
"2268"," ganti alamat faskes susah koneksi internet stabil trus pdhal sinyal internet bagus bhkan sdh coba pakai wifi gagal"
"2269"," install berguna"
"2270"," knp memasang terdownload tp susah memasangkan langsung ggl"
"2271","sampah daftar masukin nomer kk suruh login gk akun disuruh login trus id login"
"2272","udah terdaftar log in gagal trspdhal password sdh dgn daftar"
"2273"," daftar bpjs anggota keluarga bpjs kk didaftarkan anggota keluarga dah"
"2274","gini laah serba berbelit berbelit persulit mudah sulit mempermudah yaaaah begiituulaaaaaah udaaah aaaa uang "
"2275","aplikasinya dipakai"
"2276"," masuk aplikasih hrus daftar aj masuk"
"2277","aplikasinya ngebantu tayi "
"2278"," daftar susah bener"
"2279","payah daftar susah ngetik alamat gabisa nambah anggota keluarga aneh bukanya online mempermudah mempersulit"
"2280","aplikasinya download"
"2281","gabisa login nomor telpon tp keterangan ter daftar"
"2282"," terburuk daftar login update udah "
"2283"," capil kk jakarta update ter daftar kk bermasalah aplikasinya yahhh"
"2284","app nyusahin orang susah"
"2285","no bpjs sesusai tpi masuk jawapan ya nik bpjs salah haduh"
"2286","payah payahhhhhhh"
"2287","halo min hp pakai kali login skrng login tp suruh hubungi call center ngerti pilihan neleponnya "
"2288"," perbarui kaga nye massa nomer telepon nye salah kaga nye pake email konsultasi wa kaga dm instagram kaga bales nye kaga berguna gimana coba kasih solusi nye"
"2289","daftar dibilang salah no kk salah kode udah dibilang salah niatnggak ya nggak memudahkan "
"2290","pendaftaran pelayanan gagal transaksi diproses coba intruksinya"
